72,"App only for big cities like london, delhi etc. Mostly lines only available without name. Shown Only one navigation route, though many alternate available. Pros 1. Less data and less battery usage 2. Big cites data available 3. Make our own bookmarks, location etc Cons. 1. Complete map data available only for large cites. 2. Suburban, minor cites name only included If your moblie has enough space, google offline is better. Not suitable for travellers through small cities villages etc.",,,,,,,,
73,Formatting is lost each time I exit post view after editing. Upon returning  to the post it appears as one solid block of text with all styling removed.  Issues with Grammarly's inline word correction appearing as a question mark  icon in the WordPress Mobile post editor. Update: The formatting problem  occurs when using the Gutenberg editor on a computer then editing the same  post on mobile. It seems the content blocks don't translate well to the  mobile editor,,,,,,,,
74,"For an official app of one of the most popular blogging platform on the internet, it's not very friendly or responsive to changes on the web version. One, none of my pictures could be uploaded to the media, and two, deleted websites still remained in the list until I finally figured out how to remove them, yet it didn't do it cleanly. Never changed for years, probably will uninstall finally.",,,,,,,,
75,"Hated it! This used to be a really nice app until I got the latest update. It's slow, loads very few posts on the reader and when it hangs while I'm using it, other people can't access my site! I simply hate and I advice you not to update your app if your still using the old version.  . . Oh, and another thing, you can't view all your followers and the stats area is just complicated and useless. They have also removed the widgets area",,,,,,,,
76,"Fine for pedestrians, problematic for driving. i've used this to get around by foot several times, with no notable problems except that it continually resets ""north is up"" view every time the screen turns on (which agitates me to no end). While driving, though, its voice volume is too low to hear above ambient background noise (GMaps has an extra voice volume booster for this), it almost invariably waits until a navigation point is directly beside you before telling you about it (""turn left... behind you""), and it often picks a far-out-of-the-way route when a straight line would work just fine. i used this on my last trip by car and it ended up costing me an additional 25%+ driving distance because of voice delays and truly curious navigation choices. The only strong argument in favor of this app over gmaps is its ability to be used  completely offline.",,,,,,,,
77,"Frustrated that Google Maps only shows restaurants nearby. This appears to have the same distance limit in restaurant searches- it only shows restaurants as far out as a mile or so. There was also a text box advertising it's subscription service that loaded on open. Google maps has offline maps and a Share feature. This is, as far as I can tell, the exact same material I get using the free app that I wanted this to replace.",,,,,,,,
78,"Doesn't search by postcode, the three locations I tried came up with no  results (the locations have been there for over 20 years), then when you  search for the actual road names and find them, the area it lists them in  is usually wrong, so you'd have to really know where you were heading  before you trusted it. The app also seems to only give you one route  choice, no option to change to quickest or shortest in the settings, or  avoid motorways etc. Can't really comment on much else as I gave up after  learning those things. All in all it's basic, the navigation is competent  but very sensitive to kinks in a road (so be prepared to bear left / right  a lot when you're just following a road). My advice is to use Navmii which  isn't perfect, but light years ahead of this.",,,,,,,,
79,"First, you should be able to enable all POIs along your route. It would be really helpful to see gas stations or restaurants without having to search for them. MapPoint has this feature and it works well. Second, is night mode. It saves power and is easier on the eyes. Third, is a navigation view instead of the typical overhead view. And forth is voice guided navigation. The map files seem to be large too (compared to other offline mapping apps), any way you can make them smaller?",,,,,,,,
80,"Change their business model to a subscription. I purchased this app for all my devices Android and iOS. At the time there where no additional fees, ads or subscriptions. Now this app has ads and to get rid of them you have to pay a monthly subscription. They changed the rules in the middle of the game, I'm deleting it from all my devices. This app works offline after you download maps. Searching for an address is not good. You can import KMZ files, such as places you've mark in Goolge Maps.",,,,,,,,
81,"Disappointing The big plus is the offline use of maps and the maps that look good. On the downside: we disagree on the fastest route. On first use it misses a connection to a highway and suggesting a longer route. Then the app even tries to send me back three times unnecessary, making the journey even longer. Vocal directions are ambiguous compared to my regular Garmin nav and compared to Google. Maybe it's just the dutch language. At times the GPS update seems out of sync with the actual location. Good as a backup nav.",,,,,,,,
82,"I use the app for offline map viewing. When trying to plot a route, I couldn't untill updating the maps. This shouldn't be the case, and very annoying if you're abroad and roaming. If you can add a button 'use existing maps' next to 'download' and 'cancel', I'll give the 4 star I think you could be",,,,,,,,
83,Lacking options When adding an image to a post I cant set alt text or remove the link off the pic... this app is pathetic. It has so much potential yet too little effort has been made :( can't even view the html editor to remove the link and change alt text. This forces me to use the full site which has a very poor mobile interface... To the guy bellow defending this app: I am so sorry your site is so basic and your SEO so poor that this app is acceptable by your apparently low standards.,,,,,,,,
84,"Expecially after the updates of the last months, the app shows issues that make it not usable:  -it cannot make a path on a map not updated (and if you are abroad without Internet and unlucky enough to miss the update, you cannot use the app, which denies the usefulness of it); -you cannot zoom on the rough map if you do not download the detailed map first, so you cannot get an idea of zones you did not download (not even the zones that are clearly visible on the rough map when not zooming); -full of pop-ups and messages you cannot remove, covering the map and being extremely annoyng; -the ""search"" option is horrible, sometimes cannot find even extremely famous places (try searching ""San Marco"" in Venice...).",,,,,,,,
85,"Nice update but... Love the look of last update and the new menu but comments are no longer loading, evGalaxy ery time I try to refresh the notifications I get a message  ""comments could not be refreshed at this time."" And when I insert images into a post they just disappear before I have chance to save the post and I have the start uploading them again.",,,,,,,,
86,"Can't change Offline Map Location (Phone Memory to Sd Card)  How can I move maps to SD? (for Android devices)     If you want to store downloaded maps on SD, you should move them directly from the app 鈥?open app鈥檚 settings > Map > Maps storage > select SD card. If you don鈥檛 see Maps storage tab in app鈥檚 settings, turn off the device, take out SD card and put it back again, turn on the device. If you moved the app itself to SD, move it back to the device storage.",,,,,,,,
87,this app is an absolute rubbish. the new update is real catastrophe. the settings go back to default each time and the app loses the address for map storage files which results in asking to download the map data again. i had bookmarked the location of my hotel but then when i was in Spain it failed show me even the downloaded maps. just rubbish.,,,,,,,,
88,"Block editor is VERY slow to load, and it's a nightmare for text created elsewhere. List block turns into text block after pasting lines of text, and it can't be changed or adjusted. Underscore text option is missing. App lags when adding blocks. Formatting in classic editor is now wonky, especially for lists.",,,,,,,,
89,"Block Editor seemed alright. But user has very LIMITED options over control on what text's font, colors, style, and types of separator, line spacing setting, and inability to implement line breaks in 1 paragraph block without starting a new block which is on another separate line spacing. It still has an issue with merging the given format from Classic Editor and comes up with Error Block when User fix the broken paragraphs caused by Block Editor's uses.",,,,,,,,
90,"WordPress going backwards Wordpress has taken an app that has been steadily improving and removed the ability to verify links while writing or editing posts. No longer useful and will be headed back to a browser. Very disappointed with version 5.6. - - - - - - - - - - - - - - - - - -Response to WordPress Support: When I first noticed the change to the ability to use links within the editor section of the app, I contacted support.  The change was confirmed and I was told that links will no longer function. Hence one star rating.",,,,,,,,
91,"Even though I tried this with different keyboards it's editing capabilies are poor.   They don't come up to any of the external editors that I have on my tablet.   Compared to the pc/web version this is crippled.  One reason I would like an external editor is that I have a lot more formatting capability and the ability to 'snapshot' or, for example, undo deletions.  rather than sweat coding more editor functions, simply flipping into an more capable external editor seems sensible.  There are a lot of management features in the PC/web version that I consider very basic.  being able to edit the raw HTML code to correct errors or carry out formatting that the 'visual' mode doesn't permit is one.   Again, this might be resolved with an external editor: edit in visual/text or in html switch.  Perhaps the simplest demonstration of what's lacking is to run the tablet and the PC/web version side by side.  I realize there is a screen real estate issue, especially when trying to run this on a 4.5 inch phone, but perhaps that's a case of ""you shouldn't be doing that"".  However other applications I use do have panels that pull down or pull in from the side.    ... out of space ...",,,,,,,,
92,"Major issue:  Night mode setting on Galaxy S10 does not trigger automatic night mode.  ""Always On"" nor ""Automatically"" in developer settings does not turn on dark mode, but it does in all other Google apps that support the Android 9 night mode.  The only apps from Google to have issues with this is I/O 2019, the newest update to Google Contacts (it worked prior to latest update), and the new update to Google Calculator.  Google Play Games is the best version of dark mode implemented - it respects A) Battery Saver, B) Night mode (auto or manual), and C) colors the navigation bar the same color as the theme.",,,,,,,,
93,"The backcountry road maps are pretty accurate for wheelie in the bush couldn't get it to actually work for directions in town or route plan with it. Just getting it again on my new phone.   I did manage to get routes to load. However the search option doesn't find nearby places (addresses) and nearby parks,towns etc easily.  Also I can not seem to alter the route.  For example I put in directions to Sloquet hot springs. The route the app selected is a very rough road compared to the parralel road that also gets you there. It would be nice to select other roads with the touch of a finger. Please improve and get back to me. Thanks for the prompt response on my last review",,,,,,,,
94,Introduces one to a world of interesting people. I like the app but wonder sometimes why WordPress suggests that I share posts on social media to increase views when I have done so to several sites the day before and had multiple comments and likes on those sites but WP shows me having less than one-third as many views or worse. People follow my blog or like a specific post but somehow there are no views that day. The notifications are useful but sometimes seem inaccurate.,,,,,,,,
95,"Address search I had no trouble  understanding the instructions for entering an address search. Because I never found any such instructions. The developer's quick reply to those 2 sentences was simple but ineffective. ""Enter the country name"" etc etc?  Ah, they redefined the problem! Enter the info where? The search icon opens a drop down list, but does not appear to open a blank to enter anything. Wait! Wait! One can click on what looks like the list's title bar and type in an address? Why not say that in the first place? OK now we're getting some place.",,,,,,,,
96,"Good app but why can't I select my starting point, It always take the the starting point as the current location. There should be an option to select my starting location of my choice. And lot of  places are missing , not really reliable like Google map. Offline line good after dropping a pin at a place after getting the location from Google map. Ui needs to be improved. ""Setting"" closes after twice back press.",,,,,,,,
97,"Meh... I ended up using Google Map for the whole trip Search results are terrible. I keep getting many churches for POI or street names instead of the actual places. It couldn't find state parks or national parks visitor centers.  Can't see all the search results on the map. Can't input address. And there's no direction to the place, which makes the app even more useless.",,,,,,,,
98,Terrible image management This app is flat awful and unusable for a blog with images. First you have to insert a photo into a post to get it into your media library. Then you have to select the same photo to be the featured image. BUT then the post will show the SAME photo twice! So you have to delete the photo from the post and leave it as the featured image for the post to look normal and not retarded. Would be a million times better if you could select a featured image from local library,,,,,,,,
99,App stops working on my android head unit (px5) after the latest update. The app is not opening on my andorid head unit (px5 MODEL). It just showing black screen. I already tried to unsinstall and reinstalled it but still the same. I also clear cache and clear data but it did not help. It is not loading only black screen when I try to open. After that it shows error to send report to developers.,,,,,,,,
100,Big issue. I have this big issue that Is very poor of this app... I was driving and it took me through footpath though on car and I got stuck on the way and had to leave my car and continue on foot since I didn't have any other option... I suggest you integrate Google maps in this app because it can't find some locations like my church. I had to use Google maps and bookmark it in this app before I couldn't get lost anymore but the other problem is it deleted the bookmark without my permission..,,,,,,,,
101,"I installed this app in the hope of avoiding google maps. In favour: map quality is excellent. Bookmarking places isn't very intuitive, but the real failure is lack of routing understanding. In the UK an app like this should have settings that create *sensible* route choices; nothing I found stopped it trying to send me from Wiltshire to Kent via central London. On paper the route looks ok; in the real world it involves a congestion charge and would take forever (subjectively). More work needed.",,,,,,,,
102,"It's okay. I'm not a big fan of this app overall. The layout on my tablet leaves a lot of negative unused space, if you put the options icons on the left and had a view of your feed/blog on the right it would greatly improve upon that. I do not like how you can not preview or view any blog, I think its a bit absurd that I have to use my browser to actually see my blogs. I also noticed you can not add/create a new blog on the app, I would have to do this in the browser as well and reload my account into this app for the new blog to appear in the drop down. Over all the app is visually appealing, quick and operates effeciently on my tablet, but the missing features completely deture me from keeping this app when I can probably find a compatible blogging app that suits my needs more. Or just use my browser. I'll check back later and redownload if improvements are made, I am a fan of wordpress but this app is nearly useless as is.",,,,,,,,
103,"Unintuitive I was using this app to walk around Munich, but it was often difficult-to-impossible to see the name of the street I was on. I wanted to use it offline and without using my location (to save battery), but the app constantly prompted me to switch on location. There's a bug in the bookmark view, it's difficult to edit the bookmark for items with a lot of details, it will snap to the bottom or top, and the ""edit"" button is in the middle. Also, navigating the app in general is unintuitive.",,,,,,,,
104,"In my opinion, there is no search feature and the Discover section does not quickly adapt to my interests. What a terrible app! I understand that it might be meant to be used in conjunction with the website, but that model is irrelevant in today's smartphone-driven world. I don't know who clapped each other on the back in the back office for creating this app, because once again, in my opinion it is terrible and they should get some BA's on the job quickly!",,,,,,,,
105,"This latest version changed my default map location from SD card to main memory, then told me I didn't have enough memory to update my maps, although this version only updates changes. I then had to download my maps again after changing the location, as it STILL doesn't recognise that I already have downloaded maps!  Just to add that I have used maps from my sdcard correctly for a few years now!  This rating only applies to the latest version which screwed up my configuration. This forced me to re download maps that are already on my sdcard, as even after changing the location back to the sdcard, the app still didn't check for the existent of valid maps in the selected location.",,,,,,,,
106,"It's mostly OK. This cannot fully replace the web dashboard. But I think it is OK as a mobile companion app. You can do all basic tasks, like managing your blogs, notifications, comments, etc. with this app. I just wish it could upload multiple media files. A separate html mode in post editor would be very great. It also has upload problems from time to time. Would be great if those can be added/fixed :-)",,,,,,,,
107,"I have published a blog post one week ago on my computer and today I  decided to start writing a new post on the mobile app. I suddenly saw the  blog post that I have already published and shared it on all the social  media accounts in the draft section. I was confused so I clicked on it.  When I clicked on it the draft from one month ago opened, the post without  any pictures and half of the text missing. I thought that it was super  weird so I checked it also on the computer and the original post that was  already published was gone, I could only found the draft. My heart stopped  and everything was lost. Thank god that the whole article was posted to my  email when it was published so I could just copy paste everything. The app  is not refreshing and updating the posts that are already published so I  will not use it anymore.",,,,,,,,
108,"Navigation is available only from your current location, you cant set another starting point for a route there is - NO route options for a route - like in google maps.  I found one app which has this and offline maps and for moment is free which i recommend after I have spent a afternoon with install and test of famous and good rated apps like Telnav, ex Skobler, Sygic, GPS Navigation from Bzing s.r.o. ex. Be-on road which miss basic function like the one mentioned before",,,,,,,,
109,Good but missing Custom Post Type support. I add CPTs into most of my sites and only being able to update blog entries is very limiting. Image handling is a bit buggy. Really good when fixing typos or creating quick posts. The earlier versions of this app were way more functional.,,,,,,,,
110,"I've been using Maps.me for about a month now as a backup to my Garmin as I travel around Europe. It does a decent job of helping you navigate around city's. However it is borderline useless when navigating great distances. It only offers one route and it is always the most direct route. That means if the most direct route is through the center of a massive city as supposed to using a ring road. It's taking you through the city. This has happened to me a few times while using maps.me and since I don't know the area it's bitten me in the ass almost everytime. Something that would take 30min using the ring roads instead takes 2hrs because you have to go through the whole city. It also has a very hard time rerouting. Several times I followed the road signs instead of the app and it refused to reroute, it didn't even reroute a turn around. It just kept spinning the map in circles. Like I said for city nav it's not bad, Google maps is better but this is a decent no data options. But for long drives I'd avoid this app.",,,,,,,,
111,"Clunky I have no idea how this has a 4.6 star rating. There's no importing of favorite places. Very unintuitive to set your favorites like home and work. Not user friendly to navigate to your favorites. The voice is very unnatural sounding. Turn directions do not include street name that you're turning onto. Distances read out in feet instead of miles (""turn left in 3000 feet"" vs. 1/2 mile). Finally, it's worse than Google maps about unnecessarily telling you to keep left to stay on the interstate at off ramps.",,,,,,,,
112,"The app could use some work. It's great for when I'm away from my laptop, but some customization features aren't present in the mobile app and there's a formatting glitch that makes posting difficult. I cannot customize my message, write an excerpt, or customize my slug when on the mobile app. I'd love it if I could. The formatting glitch happens every time I have to go back in my writing and add or delete sentences. It will change all previous text to headings. Pretty great otherwise.",,,,,,,,
113,"The app regularly crashes as I type. It freezes and grinds to a crawl just as often. The app fails to recognize letters as I type them and it deletes spaces after words. A solution is to work in html mode. It appears that these bugs are only an issue when you have images display while editing a post. The more images, the worse the problem. It seems unbelievable that WordPress, with its QA resources, can't fix these issues.",,,,,,,,
114,"Pixel 2 (Stock Android) Feb/2019: Looks promising but app rarely works properly. Even while traveling abroad, Google Maps Offline worked great but MAPS.ME Offline did not work at all - couldn't even find my location, let alone use navigation. You may have a different experience than I did but I cannot rely on it, and hence, will not recommend it. Hope they fix the issues.",,,,,,,,
115,"Technically Very Bad! I love osm, but this app far from good. Slow rendering of maps, poor info and bad navigation of pois, but most importantly it drains ur device battery!!! Even if in the background  have it uses 40-50% CPU heated up to 77 degC:  130|root@jfltexx:/ # top | grep map                                             25348  1  48% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  45% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  43% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  41% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  44% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  48% S      I didnt say its the location as i didnt debug it just saw it uses CPU a lot as you can see. I did nothing but do a search and view points on the map, then press home button. I'm sure you can reproduce it.",,,,,,,,
116,"Could have been better Purchase the Pro version because sometimes internet/Google Maps is not always accessible. The maps looks good at first glance, especially it has street number in the map. The most unbearable problem so far is the poor searching function: tried to find a certain address but the map can not actively find the exact location and re-center the map to the target location. Moreover, it seems that the app does not recognize the address at all and do nothing. If you can not even search an address then this maps in a sense is crippled. My cell phone is LG G3, Android 4.4.2, had already loaded with the maps used for address searching.",,,,,,,,
117,"One of the most problematic and difficult apps on my device.... This is even more unfortunate, since millions of users out there trust and use worpress - while this weak app is the only real smartpgone tool available to access your site. After logging in relatively quick and smoothly, things start by looking promising. But as soon as you start to try publishing or sharing media, the app starts bombarding error messages. I have already contacted support and forum - without an answer....",,,,,,,,
118,"Excellent offline access, mediocre travel tool It's really nice not to have to have a WiFi connection to access detailed maps. You can download just the areas you need to your internal or external storage and always have access (the KitKat external SD ""sandbox"" is supported).  The map will follow your position if you have location enabled.  One serious flaw is the inability to interpret address info being sent from other applications, so you can't use this application as your default map.  Links from calendar, e-mail, and browser apps will just go to the middle of the ocean near Africa at Lat/Lon 0/0).  Another issue is cross-map routing: you can't plan a route across state or country boundaries that cross map files.",,,,,,,,
119,"Uber detailed maps, search needs tinkering By far the most detailed mapping, right down to stores, plazas, schools, even addresses along main roads. That said, the search and location save features need some work. Even saved locations wouldn't show on search, whereas HERE pops it up as soon as a similarity is detected, along with nearby options for food and services - and saving and renaming was a bit awkward. A cleaner color scheme choice would be awesome. The yellow tint in this map is awful with a screen filter.",,,,,,,,
120,"I want to ""add a place/name it"" with an ADDRESS Not freaking pinpoint, how I'm I suppose to do that, especially since I don't know the place?!! Once I added it, my goal is to bookmark it. Help me Maps Me. While we're at it, can't you guys like just transfer all the google named/tagged locations to your app (ok... Maybe this is pretty hard)?",,,,,,,,
121,"Somewhat working Route planning not working. Have s6 edge. Map loads. Downloaded map with routing info. But does not pick up my location. .. keeps saying enable location, which is. Search results shows restaurants and Kms from me. But when I try to route. Keeps popping up with enable location",,,,,,,,
122,"A little disappointed Was planning to use the apps for navigation in Osaka Japan. Paid for the pro function so that I can search for places. However, I realized the map is mostly in Japanese (unlike Google Map). The hotels that I've booked cannot be found using the search function. I supposed you would need to enter the hotel name in Japanese in order for the search to work. Google map works wonder using English. I wonder if I can get a refund. Even without using the search function, the Osaka map is difficult to read (compared to Google Map) as it is mostly in Japanese.",,,,,,,,
123,"Layout issues Good app to write the body of text, article heading, tags, category and excerpt. However, I cannot puck a featured image, change the slug, add a meta description and other important features. Stop upgrading pointless design features and upgrade the interface for less pricey smart phones.",,,,,,,,
124,"I loved the app, but now it deleted my article I use the app frequently to write while I am traveling. I just spent an hour to compose an article. I needed to check a link on chrome and went back to the main menu. It said local draft saved. I looked up what I needed and went back into the app. In the preview the pictures have been scrambled with the text, an issue I had observed already, which I did not really care about that much. When I tried to edit it, there was no more content, everything gone except for the heading. Everything was deleted.",,,,,,,,
125,"I purchased maps.me when it wasn't free and now this app wants me to pay for removing ads from ads-free app which I already purchased. Google, can you please ban this developer?  RE: It's up to you how you spend money which you received for my purchase. It was not 4-year subscription. It was a lifetime purchase. I do understand you are doing fraud here - sell application to make it add-free, then make it free and return adds back to get money from advertisers after you got money from customers which wanted to remove adds. I'm going to report to Google about this issue and ask for a refund at least.",,,,,,,,
126,"It used to be a good simple app. But I switched to Offline Maps &  Navigation. Because it works much more smoothly and does not have those  unnecessary nearby features etc. and focuse on navigation. Most  importantly, it can start 3D view by default. So I am not stuck with an  ugly 2D view when not navigating. When I asked MAPS.ME to allow 3D without  route, they told me it would make the app complicated for users. Then they  added a pile of useless features. I think MAPS.ME doesn't really understand  their users.",,,,,,,,
127,"Very unstable on Asus Tablet Adding photos via the camera very often crashes the app, which then of course loses everything you've written. If you want to use it I suggest saving every sentence unless you really enjoy retyping. Annoyingly this also closes the post, so you have to constantly go back into edit mode. Thank goodness I have the keyboard dock. Also, adding photos does work, and it lets you set alignment, but it doesn't seem to be able to properly type text to flow around those images, so using Alignment None is really the only option.",,,,,,,,
128,"Only useful if you do the most rudimentary tasks. On my first test, I ended  up giving up and just logging directly into Wordpress Admin via a web  browser. Photo uploads fail 50% of the time, and the message ""generic  error"" is a useless for troubleshooting. Worse, the app is so basic you  can't access all of your post settings. Very disappointing.",,,,,,,,
129,"App is good and some issues are there in allowing comment option in new posts. When we publish a new post, comment option for readers is always hidden. And delete option is too fast. No extra confirmation or any recovery folder for comments & posts available. It hates & really annoying. By mistakes we may delete comments or posts easily. Thats not fair. Wordpress team has to sort it out by a new update.",,,,,,,,
130,"In general is a good app, but there are some issues. From the phone, if you have older posts, you can't switch to the editor block. With the phone app you don't have the same options in the editor block as with a PC. So, if you edit an older post on the phone you have to go to the computer to add that specific element. But even here there is a problem, because the PC app most of the time doesn't ""see"" the edit you've made on the phone, until you publish it and you can even lose the entire post.",,,,,,,,
131,"Are you kidding me !? Tbh the app looks great ... Alot of options , nice UI ...  But the problem is  , "" I can't upload any posts to my wordpress site with this app "" .... Gosh !!!! U guys kidding me ?  When I try to post something it shows ""Uploading "" for around 50 seconds and after that it always shows. "" post upload failed : An error occured while uploading the post ""  Even if the post contain just a heading and 3 lines of content ( no media files ) the result is same.  For gods sake , plz fix this bug ASAP.",,,,,,,,
132,"Add images severely broken It tries to load every single photo on the phone, but barely displays thumbnails for any of them, making the app useless. Need a way to select between photos and downloaded reference photos, otherwise it'll take forever even if the thumbnails worked. Very disappointed with this update, I'll be using the web browser to post until this broken app is fixed.",,,,,,,,
133,"Good for offline maps but needs some improvement Search function could be improved, for example pick up foreign letter variations with English letters (e.g. searching ""mom"" should pick up ""m枚m""), search in general isn't as ""smart"" as Google maps (if I'm looking for ""cat"" it will list ""catfish"" ""catfishtail"" etc and be hard to find ""cat"", bus/train stations should show up first in searches, etc) which always finds what I'm looking for and has English names of places. And please stop asking me to turn on location services.",,,,,,,,
134,"EDITED- SOMETHING IS WRONG. POSTS ARE NOT POSTING, PICTURES ARE NOT UPLOADING, PEOPLE ARE NOT ABLE TO VIEW POSTS. PLEASE FIX. Wonderful. I like the upgraded version of this app. I've used WordPress for years but your new step forward is amazing. Just a little request though. PLEASE ADD 'SHARE' OPTION IN SITE PAGES SO THAT WE COULD SHARE LINKS OF OUR INDIVIDUAL SITE PAGES FROM THE APP FOR THOSE OF US MANAGING MULTIPLE PAGES IN ONE WEBSITE. THANKS.",,,,,,,,
135,"It's a good app overall, but it's seriously buggy. There are several issues with it, such as not getting notified about things a majority of the time, and refreshing the page just to view your updated post, doesn't help at all! Because, either it shows you the old version, or it doesn't update at all. The positive thing about this, is that the stats and the editor are good. Please fix these issues, because we all need it",,,,,,,,
136,"Update April 2017: Should have updated this review much earlier!  All my criticisms appear to have been sorted. Now my 2nd choice of navigation app (1st choice is factory installed car unit). Very much improved - use it frequently.   Ignore the following!  Laggy, search either not working or finding multiple useless results. Map downloads taking much longer than previously. I'm very disappointed that a once excellent mapping and routing app is now apparently ruined.",,,,,,,,
137,Address format I'm testing out the app and the first address I'm trying to navigate to won't show up. I'm typing in something similar to this. 3211 E 8th Ave or 3211 East 8th Ave and nothing shows up. When I type that in Google there is no problem finding the place. Any help would be appreciated. I  downloaded all the maps for the province I live in.,,,,,,,,
138,"Map downloading is a nightmare. Incredibly slow and clunky, updates are even worse because instead of replacing the old maps it downloads to a new file, taking double the space. App in general is very slow and nonintuitive. Nags for location spy mode (sorry, ""high accuracy"" mode is much less accurate than ""device only"", it just lets Google more comprehensively compromise your privacy).",,,,,,,,
139,"Long posters beware I use this app to blog while traveling. I have had simple posts (just text and photos) upload as blank SO many times, which I finally realized is when I have too many photos (now I try to cap at 10 or 15). No indication that something is wrong, just waiting 30+ minutes for an upload, then finding out that it is blank. No usable draft, no way to get the content back other than to start over. So incredibly frustrating. Also, formatting is off when I try to edit on a desktop when I've saved a draft from app.",,,,,,,,
140,"As a cyclist I have to say that this is the only app so far that I have checked that allows you to create routes using small roads that doesn't crash or fails for some random reason or has them all removed; google maps, strava, osmand, bike citizen, here we go, sygic maps, all of them failed spectacularly, this one did not.  However the real problem is that I am unable to create anything but short routes due to the limitations in the amount of stops that I can add; given there are tons of forest roads you can never pick the one you like and make something longer than 30km of a route; It also isn't even a paid feature, I'd have paid for such feature in a heartbeat.  Two fixes, having 3 stops is ok if I can chain routes, as in save them and load them quickly; or allowing to add up to 10+ stops, the average that you need on 80+km rides on these forest mazes.  Back to square one having to buy a GPS, and these garmins aren't cheap at all; I am however pleased on how close this was to actually work, that I dared to write this review; hoping they implement it, even if it's paid; maybe they can have competition in something they never expected to.",,,,,,,,
141,"App can't open posts written with classic blocks. Posts still being set to a backdate by default (I can literally reproduce this behavior with EVERY SINGLE POST). No functionality for duplicate title slug detection. This literally gets worse with every ""update"". I miss the days where I could just use this app and it did what it was supposed to. One of the most consistently unreliable apps I've ever used.",,,,,,,,
142,"Countless bugs and glitches : copy/paste, erasing parts of unselected text when underlining other parts above, captions disappearing and becoming regular text, creating decorated texts from nowhere when copying from a txt. editor, editor is so laggy when text is above 4500 characters with pictures... I end up spending a lot of time correcting my text instead of writing it ! New block editor is even worse and you're forced to use it, difficult to switch it off. (Samsung SG8 updated, Gboard up)",,,,,,,,
143,"Kept erasing sessions App kept erasing my schedule, including events in the past. This prevented me from rating sessions attended since they closed that time slot after it passed, as well as forcing me to resort to screenshots for each hour block. Erasing seemed most frequent when rotating device, but still did it with rotation lock on.",,,,,,,,
144,"It sucks. Doesn't read GPX files and has sent me to nonexistent roads. UPDATE after developer's answer: Are you nuts? Every other navigation application directly supports reading GPX files, which have became a de facto standard! If you don't and also do not have plans to support them in the future, I will uninstall the app and unrecommend it to everybody else! Who wants to be dependent on an online GPX=>KML conversion web page in the middle of a desert?! UPDATE 2: Even Google Earth supports opening GPX files, as it does some magic of importing the files ot its own KML format when trying to open a GPX file on it. UPDATE 3. Why the hell the red circle with a number one on the icon?! I am always thinking I have a notification, I open the app and there is nothing new inside!!!",,,,,,,,
145,"Was able to connect to my personally hosted blog. Everything looks pretty good, but the Featured Image setting doesn't work. I add an image from my Media Library, then edit its properties...Check the box for ""Featured Image"" and then leave the box for ""Show in post"" unchecked, but it always just shows the image in the post and refuses to set it as the Featured image, no matter how many times I go back and try to edit it/redo it.   Unfortunately, that was the main function I was hoping to use, so pretty worthless to me.",,,,,,,,
146,"Block Editor is consistent with text format, but 2 much white spaces between 2 paragraphs need to shrink at 1.5 or 1.0. Does not have Sticky Post option for published posts unlike Web version. Is there a way to balance the font size and format of paragraph without the texts going off at random italic and random font size there and here, especially between web version and mobile? Options for font size, font style, line-spacing control are must-needs regardless of app or internet versions.",,,,,,,,
147,"It used to be good and still is for basics but: 1) offline navigation instruction completely wrong. The voice says to go straight but instead you need to exit the motorway on the right. 2) rerouting takes too long time most of the times. The navigator keeps on following the route it expected despite the road I took is wrong (for the above mentioned reason). 3) expected time of arrival... the calculator is really negative at the beginning but optimistic after a few km... if I plan a 200km road, the first time indication is about 4hrs (or anyway higher than any reasonably possible time). After 100 or 120km, despite I'm still missing 80km road, the expected time of arrival drops to 1 minute.  Driving with your app has become hard!",,,,,,,,
148,"Good app but terrible at finding streets. I live in Mexico city and every time I write the name of a street, it appears more than 20 streets with that name because it searches even in other states. I uninstalled most of the country maps and left only my city but the results from other states continue to appear. So, to click the correct street is a pain. It should search only in the city you are at. If it had google's map search engine like, this would be definitely the best offline app for maps.  And it is not possible to add a city name with the street you are searching. As soon as you start typing more letters all the results disappear and a weeping dog appear saying ""no results"".  And also if I am using an app like this is because I don't know where the street I want to go is. Even if I move the map or zoom in or out, I am lost trying to figure it out where the direction I want is.",,,,,,,,
149,"Really enjoy building my travel blogs, other friends use it too. Easy to use and set up. Update - unfortunately have fallen out of love with this app. When your posts get to a certain size, the app just slows down and becomes too laborious to edit. Ive tried on my tablet and phone and it's the same. Asked for help but they can't seem to solve. Tested each time it updates but still the same issue.",,,,,,,,
150,No more than ok I tried this application offline before going on a trip abroad (did not actually navigate with it). Seems ok for a free application but: 1. Apps like Google Maps have many more interest points 2. The support of navigating between 2 points that are not my current location is not good. For example the source and destination names are not properly shown 3. The selected route did not use highways for some reason. There was no option to configure and control that,,,,,,,,
