76,"This app use to be amazing. I used it for 2 years while traveling, but now it seems they just don't care. The app has become so slow to do anything. Sometimes taking over a minute to even load the search function. As soon as you resize the map everything disappears and you have to wait another minute for it to come back. All of this use to be instant. For an offline map the only thing they seem to be updating is online features like traffic and stuff. Its basically becoming useless. Instead of deleting it I have decided to post this review in hopes that they will fix it. This was once my go-to app for everything. Now I can't even use it",,
77,"Up until recently, this app was the single best way to use Wikipedia, and I would have gladly given it 100/5 stars; it was amongst my top 3 most used apps.  However, lately, likely as the result of some update, it will spontaneously crash roughly 1 out of 3 times I open a new tab, and, even worse, roughly 8 out of 10 times I attempt to add an article to a reading list.  In each case, when the app is restarted, it will have reverted to a state prior to the current session. Since, while exploring a new subject, it crashes as often as twice per minute, it has effectively become nigh unusable. The current 3-star rating I've given is an average, in the hope that this issue will be addressed soon: when working properly, it is easily a 5-star app, but in its current state, I wouldn't give it a single one.  Please implement a fix for this issue ASAP, it is an irreplaceable tool for kickstarting research on a new subject!",,
78,"Blatant internal storage hog.  Each time the app is updated, it decides to fill up the internal phone storage, rather than the the SD card. And following an app update, you then MUST re-download ALL previously downloaded apps, and again, fill up the phone storage not the SD.  At over half a Gigabyte of app and mapping data, this app is just blatantly greedy, and the developers are either too lazy or too incompetent to design an app appropriately to store directly on exterior SD card storage. ----------- WHY do I have to download maps again following app update?  EDIT: why also the need to automatically start up at boot?  This app is getting very tiresome to use - weekly updates, repeatedly having to download all previous map files after every app update, frequent nag screens.  Just develop a simple app - which works properly, doesn't nag its users, and doesn't gobble up huge amounts of data!",,
79,"This latest version changed my default map location from SD card to main memory, then told me I didn't have enough memory to update my maps, although this version only updates changes. I then had to download my maps again after changing the location, as it STILL doesn't recognise that I already have downloaded maps!  Just to add that I have used maps from my sdcard correctly for a few years now!  This rating only applies to the latest version which screwed up my configuration. This forced me to re download maps that are already on my sdcard, as even after changing the location back to the sdcard, the app still didn't check for the existent of valid maps in the selected location.",,
80,Big issue. I have this big issue that Is very poor of this app... I was driving and it took me through footpath though on car and I got stuck on the way and had to leave my car and continue on foot since I didn't have any other option... I suggest you integrate Google maps in this app because it can't find some locations like my church. I had to use Google maps and bookmark it in this app before I couldn't get lost anymore but the other problem is it deleted the bookmark without my permission..,,
81,"I started using this 2 years ago, and it was very good then. With recent updates the quality of routes for pedestrians has declined sharply.  I was recently in Manchester and could see my destination 100m down the street, yet maps.me wanted me walk 250m round a block. It was giving me a driving route, although I checked, it was set to pedestrians.  The version of a year ago was better for walking.",,
82,The only reason to download this app is to upload my comment. I am fine with reading Wikipedia on browser. You are forcing us to use your app and one day i will change my preference to study or search. I dont want to download any app in my  cellphone. Stop redirecting us to your app page and stop forcing us to use your app. You will face the same future that MAKE MY TRIP app faced....,,
83,"Google Maps It Isn't!!! Does anyone who writes reviews for apps ever actually use them for more than 2 minutes before they write the review?   They couldn't have for this app because it flat out does not work!   I read all the glowing reviews about this app and decided to buy it.  Bad choice!  If you live in the U.S. and plan to use this app offline to find street addresses it won't work. Period.  I tried several addresses in the metro area where I live and it found none of them!  It will sometimes find the street name but if there are several streets with the same name it will list them all and you somehow have to figure out which, if any, is close to what you're looking for.   And, Google, wonderful company that it is (not!) gives you a whopping 15 minutes to try out the app and get a refund if you don't like it.  At minute 16, it's yours forever!   How does a company like Google succeed, with business practices like this?!!  Horrendous!   If you expect this app to work anything like Google Maps or Mapquest, forget it, don't buy this app!",,
84,"""Best App of 2014""? I'd sure hate to see the worst! I'm guessing the reviewers who rated it #1 tested it exclusively in one state because this GPS app can't even cross map boundaries. If you want to go from Burbank to Las Vegas, you'll have to set up the California portion, then a separate Nevada portion. Unbelievable. Selecting a destination is an awkward process that involves manipulating the map. Sheesh! The best Android GPS I've found so far is ""MapFactor GPS Navigation"", which provides a variety of ways (such as Google Search) to quickly select any number of waypoints and destinations, plus traveling between states is not a problem.",,
85,"I also agree that the app does not work as it used to. Previously you would enter the street number, name and town and it would come up but it now just gives multiple options none of them what you want nor does not give any reference to the town other than the main capital city which means you have to enter everyone until the correct one is found. It used to be a very good app and I used it constantly overseas but now I cannot as I cannot trust it will get me to where I need to go. I tried the OpenStreetMap you mentioned in the previous post and it gives me no option to tell anyone nor does it bring up the requested address.",,
86,"God, I love Wikipedia, but... This app is way below its potential awesomeness. When I hit the back button, one of two things happens: either I am kicked all the way back to the main page, or back to the previous article, but not where I left off. If I ever want to follow a link in an article, then navigate back to that article, I have to search for it again. How can a site as well developed as Wikipedia not have an app with a working 'back' function? And Wikipedia's only response is ""Hey, we're open source, YOU edit it, users!""",,
87,Gnomes can't fight the Trolls Can not figure out how to edit the stupid sub titles that appear under the articles main title. Only the app version has this issue. I also miss how clean and clear the pages used to be. Now there's bars blocking the page for too long and tabs are harder to get to,,
88,"severely flawed app I was favorably impressed with the quality of the maps that came with Maps with Me Light; so, I ordered the full version.  However, I found that full version severely flawed. While the program correctly identified my being at my home, and while it correctly identified the name of the street I was on, when I tried to search for my full address, including the house number, it could not find the address and suggested similarly named streets in other towns. When I asked for the Walgreen pharmacy, it identified such pharmacies in distances of over 4 miles, but failed to identify the pharmacy that is less than half a mile from where I was. When I asked for restaurants, it failed to identify the 99 Restaurant two blocks away from my home, while identifying another restaurants offer the same chain, several miles away.  In my opinion, the application completely failed the test. If I were in an unfamiliar city, (which is the point of a mapping application), I need to find the nearest gas station, ATM, pharmacy, or a specific address. If I cannot rely on Maps with Me to do that, I have no use for it. I have requested cancellation of my purchase.",,
89,"Meh... I ended up using Google Map for the whole trip Search results are terrible. I keep getting many churches for POI or street names instead of the actual places. It couldn't find state parks or national parks visitor centers.  Can't see all the search results on the map. Can't input address. And there's no direction to the place, which makes the app even more useless.",,
90,"Settings don't save Incredibly annoying that my KM to Miles & hide zoom settings get reset as soon as I make a search. Also wish the searching was programmed to find words in a sentence and not exact phrases; couldnt find a result for ""tokyo tower"", once I manually found the location it had Tokyo Tower in parenthesis. Knows a lot of places though. Also REALLY wish the search button wasn't like 3 clicks away should be default on the maps screen",,
91,"I didn't like this app at all. I am in Adelaide South Australia and  downloaded the right map for my state. I wanted to look for Victoria Street  and typed it in, and the search results came back with about 30 results but  they listed them all as being Adelaide, South Australia. It should have  come up with every suburb that contains a Victoria Street in it, but listed  everything as simply being in Adelaide, South Australia. I don't have the  time and inclination to go through 30 search results to find the right  suburb.",,
92,"Well after down loading this app I tried to get a route from Benidorm to my house in Balsicas, Murcia, and it would not recognise my Calle. So I looked on the map area only to find my street has the wrong name and the name of the street is shown as a street one block away. As one is supposed to be able to correct errors how does one do this? as I can't find any instruction to allow me to correct this error. May be able to up grade star rating when I have used it.",,
93,"Very fast map display, somewhat slow routing. I experienced completely bogus routes jumping from a surface road onto a bridge passing over it (without a ramp existing - and also visibly not existing in the map display). Reported multiple times, still not fixed after almost a full year. Can't trust the routing engine. Apparently, integrating stuff to appeal to businesses is more important. Finally uninstalling and switching to HERE. Response to dev's comment: Was using latest update/maps. Older version likely on wife's device. Will contact support with details.",,
94,"MALWARE APP!!!: IT SENDS YOU VIRUSES AND SPAMWARE Y 30 DIFFERENTE LANGUAGES, THE ANTIVIRUS DETECTS IT AS MALWARE, STAY AWAY!!! REPORTED !!!  I do not want popups asking me if I have thought about where I am going this weekend. Deleting it now. Remove this idiotic nonsense and I will reinstall and re-rate it.  also: CRASHES CONSTANTLY WHEN GOING TO SETTINGS. no audio instructions for turn by turn navigation? offline search is poor. download of maps extremely slow. Markers on map should be ordered by nearest to my location, etc. Markers search is poor, they re all scrambled.",,
95,"The experience of using the app is amazing. I can access my admin version of the site and start publishing or scheduling, or even adding a draft to set up with getting back with my computer. I can even monitor my stats to see what I can make for improvements or data collection. I can make or delete pages anytime I would feel. See notifications etc. What I don't like is the bugs and errors when I want to edit something. Its frustrating and I think it may factor in in messing up my set up.",,
96,"Getting there but not quite there yet... I hate Google maps. Somehow it's slow on almost any device i have used. Right now I'm using nexus 7 and it's still slow, even with the new update. Mapswithme, on the other hand, is mighty fast but lacks in map data quantity, quality and the fact that the search function is useless. The only way I've found it useful is to search for the street only, but even then you have to magically deduce which city it's located in by the distance from your position alone. It's not very precise, also. In addition, i haven't found a way to change the measurements to km's, so that's that.  Last, but not least - there's no decent navigation (the rotation of the screen doesn't count).",,
97,"There is an issue with external links & lists & categories. This app is pretty good for the most part. I love offline reading, I love how easy this is to use. But, I often use categories from Wikipedia, but this app had removed all pages from Category:[Whatever] lists. It makes the app harder to use. As well, I often check out external links, to check primary sources, or just read original articles. But those links are either broken or disabled, and I can't change this feature in settings.",,
98,"Doesn't post a new blog if I clear the 'uploading...' notification The new blog posting process is somehow interrupted and doesn't finish completely if I clear the 'uploading...' notification.  As a user I would assume that such a process should continue in the background.  Next, if I open the app again, it doesn't show any indication of the ongoing process which doesn't give me any kind of update (of whether the new blog got completely/half way uploaded/or cancelled).  To check this, if I manually click the 'refresh' icon on top-right corner, it gives a warning message which is really doesn't help the user what his/her action should be.",,
99,"I've Had The Wikipedia App For A While. I Really Never Used The App That Much. I Mainly Used The Website. So I Was Looking At An Article And Accidentally Clicked The Edit Button While Scrolling Down And It Said You Have Been Banned From Editing. I Thought It Could Of Been A Glitch So I Opened The App And Went To Suggested Edits And It Said My Account Was Blocked. I Attempted To Make A New Account Since I Thought This Was A Mistake. I Looked Into It, And It Said I Was Blocked. Dont Get This App!",,
100,"I want to love this app, but can't. Searching has too many problems: locations don't return results, and switching between map/list view makes some entries disappear. I love the spirit of this app, but without reliable search, I cant use it. UPDATE: I worked with support for 3 separate bugs. They were pleasant and prompt, but 2 of the issues remain, and they are deal-breakers for me. I genuinely look forward to using this app in a year or two when its more reliable.",,
101,"Maps are stored on internal memory by default. Even when app itself is moved to SD. There is no option in settings to change the location of maps to SD card.     App has to be open all the time during maps download. If you move to other app download stops and has to be started from the very beginning.  Maps are not downloaded in background. Leaving screen with download progress shown resets download from say 50 % to 0%, meaning you cannot use your phone during maps downloading process untill it completely finished.",,
102,"Clunky I have no idea how this has a 4.6 star rating. There's no importing of favorite places. Very unintuitive to set your favorites like home and work. Not user friendly to navigate to your favorites. The voice is very unnatural sounding. Turn directions do not include street name that you're turning onto. Distances read out in feet instead of miles (""turn left in 3000 feet"" vs. 1/2 mile). Finally, it's worse than Google maps about unnecessarily telling you to keep left to stay on the interstate at off ramps.",,
103,"Just hate it... Not intuitive enough, I made couple of ""mistakes"" that got me headaches. First one, I started a post, and I wanted to save it, so I pressed the arrow in the up corner to acces next options, but that icon is a ""paper airplane"" that publish the post without even ask! Alright, first use... I search for something like post adjustments (oh, they were in the footer!), and changed the post to local draft. But it NEVER went to draft again in the blog!. Worst than that, I continued editing it, and the next time I accessed it, a message appeared, something like ""the post is not updated, do you want to?"" and I thought of course, upload the changes, but what it did was download the first draft (the published one) overwriting the last one so I completely lost ALL of my work. ""Well, let's see the revisions..."" but there's NOTHING like that. On top of all that, I searched the internet for help, and the only possible solution needed my device rooted before all this, and search some hidden directories, but it comes to happen that there are lots of people who doesn't even know what is to root an android device. ABSOLUTELY AWFUL!!!",,
104,"Needs a long way to go. Many street names are missing. The font size is way toooo small - just not useable. I want to travel to Thailand but because of the lack of street names and small font size there is no way that i could use it on my Samsung Galaxy Tab2 with 7 inch screen. At the best it gives me a general idea. It displays English as well as the local language which means nothing to me and only serves to clutter the map. In my home country, Australia, many street names are missing so it is of no use at all. In my opinion if you are going to create an app then at least do a good job. Much better to start small and do one country well first before taking on the whole world.   :-)",,
105,This was the perfect Wikipedia app till recent update. Every time you search something new it'll open a new page and honestly is annoying no need for that. Go back to how it was. We're here to read and find out new things not have 100 windows open for no reason.,,
106,"Handy, But Feature Poor [PROS] Offline Viewing (save pages).  [REQUESTS] Tabs (multiple); History (option to remember, not restart at home page on every launch); Bookmarks (in addition to offline viewing); Scroll (add indicator, and fast scroll handle); Appearance (optional white font on black background); Font Size (fine adjustment between 100-150% and/or pinch zoom).  Maybe use Repligo Reader as UI template, or even collaborate / create plug in.  Also compare to Pocket.",,
107,"Excellent offline access, mediocre travel tool It's really nice not to have to have a WiFi connection to access detailed maps. You can download just the areas you need to your internal or external storage and always have access (the KitKat external SD ""sandbox"" is supported).  The map will follow your position if you have location enabled.  One serious flaw is the inability to interpret address info being sent from other applications, so you can't use this application as your default map.  Links from calendar, e-mail, and browser apps will just go to the middle of the ocean near Africa at Lat/Lon 0/0).  Another issue is cross-map routing: you can't plan a route across state or country boundaries that cross map files.",,
108,"Yet to be convinced... This seems to be an interesting app, no doubt, BUT it does not work for me. Why? 1. Font size hopelessly small even for a 5.2-inch smartphone screen. Maybe on a ten-inch tablet... 2. No options for routes (fastest, shortest, easiest..). It seems to automatically opt for shortest routes, which are not always the most convenient. 3. Searches of POIs return vague names (like ""Gas station"" without the brand, or ""Parking"" without immediate street indication. 4. No voice guidance for Romanian. Uninstalled for now",,
109,"Could have been better Purchase the Pro version because sometimes internet/Google Maps is not always accessible. The maps looks good at first glance, especially it has street number in the map. The most unbearable problem so far is the poor searching function: tried to find a certain address but the map can not actively find the exact location and re-center the map to the target location. Moreover, it seems that the app does not recognize the address at all and do nothing. If you can not even search an address then this maps in a sense is crippled. My cell phone is LG G3, Android 4.4.2, had already loaded with the maps used for address searching.",,
110,"Really unique app that motivates me to get stuff done. Unfortunately, this app needs A LOT of work. I tried writing a message in a guild chat. Once it got long enough, the words disappeared behind my keyboard so I couldn't see what I was writing. When I put the keyboard down, the send button disappeared..as a result I couldn't send my message. Theres no search for trying to find a challenge that suits you. Theres no notifications when your party is chatting. There is also no search for guilds. I just started this app and so for these are the problems I've noticed. Otherwise it is great and I hope it improves.",,
111,"Pictures don't display when clicked on and... The inability to keep multiple tabs open drives me nuts. I'm a college student and this app is terrible if you're using Wiki to research. God help you if you go to another article from one page- when you hit the back button, you start at the top of the first article ALL OVER AGAIN! Not saving my place in the article, especially if it's a long one or you don't remember exactly where you stopped reading is a nightmare! I love Wiki, but I  don't love this app.",,
112,The map itself is good. thus it can not choose the route between highway and a free road.  the main problem is. before i was sighn in into a google from this app. to keep organised my bookmarks.  now my phone was little broke. i reinstall android 6.0 OS to my phone. then i reinstall maps.me and then. i was trying to sighn in into a google service from the app. to retrieve my bookmarks. but i get a message from google.   that they not support this app anymore. because only browsers permitted to make authorisation requests to google. it's classifieds as embedded user agent also known as a web-view.    anyway i can't get my bookmarks back. not allowed anymore. and google authorisation still there. kind of useless now for me.,,
113,"Fine for pedestrians, problematic for driving. i've used this to get around by foot several times, with no notable problems except that it continually resets ""north is up"" view every time the screen turns on (which agitates me to no end). While driving, though, its voice volume is too low to hear above ambient background noise (GMaps has an extra voice volume booster for this), it almost invariably waits until a navigation point is directly beside you before telling you about it (""turn left... behind you""), and it often picks a far-out-of-the-way route when a straight line would work just fine. i used this on my last trip by car and it ended up costing me an additional 25%+ driving distance because of voice delays and truly curious navigation choices. The only strong argument in favor of this app over gmaps is its ability to be used  completely offline.",,
114,"I want to give it more stars because the site layout is nice and efficient, but editing posts is awful. The lag is absolutely unbearable. Trying to add a couple of characters takes 5-10 seconds to show up on screen. I've written part of a sentence and it's taken 30+ seconds to post them. Deleting them is even worse! I'm not even a fast typer on the text keyboard. It would be faster to handwrite everything at this point. Stick to the browser version for editing if this is why you want the app.",,
115,"Edit 03.09.20: After nearly 10 years of using maps.me, I've finally switched to an open-source (GPL) OSM front-end, which has no ads, no forced updates, no commercial tie-ins, gives more control to the end-user (me!), and offers a richer useful feature set. Bye, and thanks for all the fish ...",,
116,"Works okay, search sucks The app is fine. It looks nice and for the most part functions well. The lack of material design is a bit disappointing but the real issue comes from the search function. It's useless. For instance, searching 'the simpsons season 4' lists no results, despite there being an article titled 'The Simpsons (Season 4)'. It's so bad it's become better to google the page you want, then open it in the Wikipedia app. This needs fixing.",,
117,"""...detailed maps of all countries from anywhere in the world!..."" Not true - couldn't find Sherbrooke, in the Quebec province, in Canada. But Chibougamau map is available?!  It has a population of 7,541 people. Sherbrooke: 154,600.  Had to uninstall it - useless when it does not have the map of where you live. Update: I found the problem - it started to download ""Quebec city"" and I stopped it, because Sherbrooke is in Quebec province and the two are not the same. There are other errors, like Montreal city-Quebek, where k should be a c. Good thing this app lets you contribute to open street maps, but all those mistakes I mentioned are not OSM errors. Map loading is zippy on the Nexus 7, but navigation is telling me to turn wrong way on a busy street in downtown Montreal and there are no alternative routes.",,
118,"UPDATE 3: I've just written to Wikipedia via the email address given on this app page, and have received a reply with an offer to investigate this problem, but I still feel troubled that no replies are given directly here to problems expressed in reviews. UPDATE 2: Wikipedia is fantastic, and the app design is great, BUT I give up! (My idea of contributing to Wikipedia is over, too.) See below here. I'm uninstalling on all devices. Will use Wikipedia on the web only. UPDATE: Why do I get NO answer to the login problem, described below after so long? It seems the app developers don't read comments here! I opened a Wikipedia account primarily to be able to sync saved article between my Android phone (Samsung S8+) and tablet (Samsung Galaxy A 2017 8.0). I can log in to the Wikipedia app on my phone, but not on my tablet, where it shows me not logged in no matter how many times I try. I can, by the way, log in on a web browser on both devices. This lack of app sync is a real frustration, then. (Also, I cannot see any way to change the email address associated with the account on the app.This is also true when signed in on a web browser, so I presume that it's a general Wikipedia problem, but the situation is certainly unsatisfactory.) An answer from the app developers on this problem would be appreciated.",,
119,"Reading ok, but you never know... Well, this app has several flaws: the first one is that I really find the ""card thing"" annoying, with the related stuff you're invited to read. Moreover it's almost impossible to get rid of any suggestion... Is it possible to have an option to turn them off?Finally, the ""tab"" management: when I push the cross button while in an article, I expect the app to close the article but it doesn't. You have to go back to the tab tray and close the article. And no bulk close, you have to do it one by one...",,
120,"I'm sure that many good people would like to contribute articles, add to articles and add pictures and citations and so forth, but they cannot. Why? -It's just too complicated to do so if you ask me. The Wiki mark up language is a nightmare and was designed in the nineties and the so-called help pages are hopeless. People need to create and edit in plain text, and not have to learn a complex and obsolete mark up language for perhaps just one instance of editing or article writing.",,
121,"Hyperlinks open in the app just fine, and most content renders correctly. However, the search feature is frequently broken; I get a ""cannot connect to Wikipedia"" error even though articles accessed by other routes load just fine. Also, there must be a better way to embed large tables.",,
122,"Improvement made it much worse. The ""random page"" link is my favorite part of Wikipedia - it's gone, along with most of the menu capabilities of the browser-based version. The news feed card on the main page hasn't updated in over two weeks. No way to clear the cache in-app. No way to restore main page cards accidentally deleted. No user help file in the app.",,
123,"Useful, but needs work Hats off to the dev team ... this app is easy to use and does its job. A major problem, though, with the Ireland maps (at least), was that route lines overlaid the street and highway names. So, we could use this app only as an advisory to a physical map, where we could see actual street and highway names. Google Maps solves this problem by putting the route lines over the streets but under the street names. Overall, close but no cigar ... hoping for improvement in the future!",,
124,"Map downloading is a nightmare. Incredibly slow and clunky, updates are even worse because instead of replacing the old maps it downloads to a new file, taking double the space. App in general is very slow and nonintuitive. Nags for location spy mode (sorry, ""high accuracy"" mode is much less accurate than ""device only"", it just lets Google more comprehensively compromise your privacy).",,
125,"Useful but to be improved. 1) it's missing a search field.  2) no multi select and upload of multiple images from a single folder, it's either messy all together or one by one. 3) I lost the whole text and images of a new post because of an internet connection error, this should not happen no matter how bad the connection is, offline editing is what users expect from an application vs the web-admin! 4) post settings button is hidden when keyboard is open 5) can't edit site url 6) can't batch upload local charges",,
126,App stops working on my android head unit (px5) after the latest update. The app is not opening on my andorid head unit (px5 MODEL). It just showing black screen. I already tried to unsinstall and reinstalled it but still the same. I also clear cache and clear data but it did not help. It is not loading only black screen when I try to open. After that it shows error to send report to developers.,,
127,"The update buried the feature I use most in the app This app was great until the last update. The part of the app that I used the most was the admin page access. It was always the first thing I looked at whenever I opened up the app.     I maintain several WP sites for myself, both business and personal. I use the app for when I don't want or have time to sit down at my pc to do updates.      Where I thought the app shined was maintaining my WP sites. The app allowed me to be able to easily cycle through all my sites quickly to see if they needed plugin or WP updates. After selecting the admin option, I could click each site and within minutes have all the sites updated, significantly quicker than using a pc to do it.    With the latest update to the app, the developers buried the admin page access 3 clicks deep, so what would take me 1 click + a click per site to check update status, now requires me to click into the settings, then 2 clicks per site to check for update status.    I considered this app a 5 star app before this bizarre change. I'm hoping it was an oversite or test on the developers part and that they'll fix this in the next update.  Otherwise, at least in my opinion, they've partially crippled the app.",,
128,"I purchased maps.me when it wasn't free and now this app wants me to pay for removing ads from ads-free app which I already purchased. Google, can you please ban this developer?  RE: It's up to you how you spend money which you received for my purchase. It was not 4-year subscription. It was a lifetime purchase. I do understand you are doing fraud here - sell application to make it add-free, then make it free and return adds back to get money from advertisers after you got money from customers which wanted to remove adds. I'm going to report to Google about this issue and ask for a refund at least.",,
129,"The best way I can describe this app is claustrophobic. You have these massive top and bottom bars that are constantly moving in and out while browsing an article. I don't always need to have all of these options available to me, just put them back in the side bar or make an unabtrusive floating action button.",,
130,It would be nice to see the pictures when editing a post. Each time when I  edit a post I can only see the link of the pictures which is not useful  when you want to comment them... All the rest of the app is very well made  apart this. I'm still waiting for this upgrade before using it ;-) Update :  finally they made it :-) I have installed this app many times and each time  I'd expect to sea the pictures when editing. Last time I hope might be more  than a year ago and now it's working :-) cool! Thanks WordPress :-) Next  expectation: searching a post. I've got a 1000 of them and would like to  check again all the content I've written from the beginning but it seems  that I have to slide down the page for ever to be able to reach my first  post... Am I mistaken?,,
131,"The app was incredible at one point, but now it has some SERIOUS navigational issues that have rendered it basically broken. The back button no longer works properly, as it immediately takes you back to the featured article rather than the previous page. Getting to the actual home screen of the app is much more difficult than getting to the featured article. Articles will open over previous tabs, rather than opening a new tab. Portals are also essentially broken within the app. Please fix these!",,
132,"I want an encyclopaedia not a newsfeed I have been trying to configure the cards that I see when the app comes up. Total failure. I hide them and then the next time that I go in, the app arrogantly tells me that I don't know what I'm talking about, I really do want to see a newsfeed. No - I use the BBC app for news. I used to like reading the featured article each day - it defaulted to that. Now that card is way down the list and the one that looks like it, links to the full version of the article, rather than the summary. The summary suffices.",,
133,"They had it. then they released an update that ruined it. then they fixed again. now they ruined it again. whenever I try to go back a page to a previous article I was reading, it instead kicks me to the front page, and I have to go through my history to get back to the article I wanted. this is clunky and annoying. I will improve my rating if and when this is fixed",,
134,"Update April 2017: Should have updated this review much earlier!  All my criticisms appear to have been sorted. Now my 2nd choice of navigation app (1st choice is factory installed car unit). Very much improved - use it frequently.   Ignore the following!  Laggy, search either not working or finding multiple useless results. Map downloads taking much longer than previously. I'm very disappointed that a once excellent mapping and routing app is now apparently ruined.",,
135,"Please add a speed limit option. In Japan, many people use scooters. 50cc. The max speed limit is 30km/h. So when I search a route using your app, it's always the wrong estimated arrival time. That kinda sucks. Edit: why would I download the updated app if you don't offer what I need. Fix the app and I'll download it. Till then, see you Edit: you offer limited speeds for bicycles and walking. So it's not like it isn't being done. You can and are already doing it. Just add a moped option.",,
136,"For contributors, options/navigation subpar Of course,  Wikipedia is the best source of knowledge on the Internet, so the content is 5 stars.  However,  for those who regularly contribute, this app is lacking some significant functionality. Most important is the watchlist, which is not found in the sidebar or options (not anywhere in the app, as far as i can see)! There's an option to view the page in other languages, search the page,  and share it...but there's no way to view the article's talk page or edit history...important things for editors.",,
137,"Lost loads of features with an update a few months ago. Now the sidebar is gone, so I don't know how to view my browsing history, and while I can save pages for offline reading, I no longer have access to a list of such saved pages as I once did, while all those I had saved prior to the update seem to be gone. Terrible, awful update! Lastly, every time I get off the app and use a different one, then return to Wikipedia, I am back at the main page. So annoying.",,
138,Have used the app frequently on our trips for off-line walking mode routes and worked well. Just in the last week of a weeks long European vacation it has started to lag badly. We start to walk the route and the blue arrow doesn't move and then it suddenly jumps to catch up. This is even when we are out in an open area on a street. This was a great app and we really depended on it especially to find our accomodations in the historical parts of towns. Used to be 5 stars for us.,,
139,"Are you kidding me !? Tbh the app looks great ... Alot of options , nice UI ...  But the problem is  , "" I can't upload any posts to my wordpress site with this app "" .... Gosh !!!! U guys kidding me ?  When I try to post something it shows ""Uploading "" for around 50 seconds and after that it always shows. "" post upload failed : An error occured while uploading the post ""  Even if the post contain just a heading and 3 lines of content ( no media files ) the result is same.  For gods sake , plz fix this bug ASAP.",,
140,"The reader I mentioned the reader I meant I'm not able to view my site in-app. I like using this app even when there's issues but I'd love it if the reader returns. I do like the addition of searching for posts via keywords & hope that stays. An improvement would be if the posts related to the keyword(s) weren't in random order by date. Also, I've noticed when I try to visit self-hosted sites it goes to their blog in-app it'd be nice if they were available to view in reader.",,
141,"Maps.me is usually better than nothing. Route planning is not the best. I could not drag a route to change it, and the app often refused to plan a route that ran near uninstalled maps. At one point, the route it chose added about an hour to a six-hour drive. The triangle icon indicating direction of travel often pointed perpendicular or opposite to the actual direction of travel, or ran alongside the road, or across open fields or bodies of water. Amusing on the autobahn, but a real pain when driving slowly or walking in a city center or small village. Gives very short notice for lane changes/exits. And unlike Google Maps which will say ""slight right"" or ""use right lane,"" this app tends to say only ""turn right!"" Which, again, is confusing. If you can use it, Google Maps is way better. But this did have the best interface/features of the various OSM-using apps that I looked at. I'd probably use it again, but only as the last resort.",,
142,"It's a good app overall, but it's seriously buggy. There are several issues with it, such as not getting notified about things a majority of the time, and refreshing the page just to view your updated post, doesn't help at all! Because, either it shows you the old version, or it doesn't update at all. The positive thing about this, is that the stats and the editor are good. Please fix these issues, because we all need it",,
143,"I was really excited about this app when I first started planning a road  trip overseas. There are a lot of places I searched for to pin that the app  didn't find. It's search feature could use a lot of improvement. But the  deal breaker for me was found when I tried texting the offline navigation  in my home city the other day. I searched a location on the other side of  the city. The app only offered me one option for a route and, as a local,  it's not one that I would ever take - neither fastest nor shortest  distance. I started out on the route anyway and then purposefully deviated,  waiting to see how it would handle the route change. The answer is not  well. It directed me to turn around for the next several minutes even  though I was headed towards a major freeway, which was closer. If I'm using  this overseas and a road is closed for whatever reason, this app is never  going to help me get around the detour. Im going to have to figure it out  myself. Even after I got on the freeway, navigation continued to try to  route me off at the next several exits, which would have been way out of  the way. I'm super disappointed. Will definitely be trying another app  instead.",,
144,"For the last God knows how many months I have had no end of problems with this app. From not being able to upload photos, to my site being hidden when it's quite blatantly not, and not being able to start a new post, oy being able go into setting for about 5 seconds be for it puts me back to the main menu. Support advised reinstalling Jetpack, but that's not changed a thing. I'm giving it one last try. I'm not the only one having issues either. There's a few ppl I know who are having problems. No updates fix this.",,
145,"Latest update data hog Latest software update used my network data to automatically download updated maps. No warning. Can't find an option to only update maps via wifi. Default should always be to update via wifi with option to use network data. Result I went over my 2GB allowance and got dinged for overage. I am not impressed. App is good otherwise but this for me is a significant flaw. It's coming off my phone until it's fixed. Despite developer response, I just confirmed no warning message when download over mobile network.",,
146,"I seriously don't understand. The basic functions of the app are so janky and broken. In the avatar creation, I had to keep pressing the options I wanted over and over for it to actually work, then when I finished the avatar had options I didn't pick. Every habit defaults to being both positive and negative. I know there has to be some default, but it's kind of weird that if I have a positive habit I have to tap the negative button. Adding tags is really clunky because the tags have to be added to the filter, (I guess it works but it's unintuitive to have to add a tag to the filter instead of just tagging the task itself) but when I add them they don't immediately get added. They disappear and then get added a few minutes later. Half the time it won't let me move around the tasks. Sometimes the FAQ text pops up overlaying whatever screen I'm on. Switching between habits, dailies, to-dos, and rewards is finicky. Sometimes swiping doesn't work, sometimes trading the icon doesn't work. I have to tap things in the equipment menu multiple times for them to work. Same for the avatar menu. With patience all this stuff does eventually work, but it's tedious to just use the app. The app would be 10 times better just by fixing the buggy menus",,
147,"It used to be a good simple app. But I switched to Offline Maps &  Navigation. Because it works much more smoothly and does not have those  unnecessary nearby features etc. and focuse on navigation. Most  importantly, it can start 3D view by default. So I am not stuck with an  ugly 2D view when not navigating. When I asked MAPS.ME to allow 3D without  route, they told me it would make the app complicated for users. Then they  added a pile of useless features. I think MAPS.ME doesn't really understand  their users.",,
148,Main page and reading list I am not being able to open the reading list or app settings. All that appears at the start is featured article or no connection when there is no internet. Please fix these bugs which has got in the recent updates.,,
