67,"It's a good idea. It really is. However, the app for both desktop and mobile is VERY flawed in its execution. The layout is not very well thought out, I personally don't think the sprites are good looking (albeit that is admittedly a deeply subjective opinion which I am not asking be changed), and the mobile app in particular has a lot of trouble syncing your tasks if you add another task on your PC. I added one to-do to the list on pc yesterday, but it has yet to show up in the app, despite numerous refreshes and attempts to sync the two. That, in my opinion, is a big flaw. Perhaps, in time, it could be a good app. For now, it's merely serviceable. Mediocre. It can certainly be used without major issues, but there is plenty room for improvement.",,,,
68,"Many Features From The Web Site Still Missing; ZTE ZMax 2 Due to still being in the beta phase, this app does not have the full features of the site, so it is really only useful for quickly ticking off tasks or noting new tasks while on the go. For anything more than that, the web site is still where most of the work must be done. The party & guild system is what really sold me on Habitica, as it allows for the sharing of tasks between a group of people, perfect for my own household full of mmorp gamers. Being web-based also allows cross-platform compatibility.",,,,
69,"There should be a way to manage saved posts (sort them, put into collections, etc.). Moreover, the number of saved posts shouldn't be limited. Actually the old ones don't get unsaved (when I view them on browser, then choose ""View in Reader"", the posts are still marked as ""Saved"") but they are not displayed in Saved posts so I can't access them offline (which is the reason I use the save function). And when visiting someone's blog, I prefer seeing an outline of their posts, which can help me access ANY post of that person, over an incomplete list of posts sorted chronically which doesn't display all of their posts (some of them are only accessible on the app through browser, so what's the point of using the app over browser?)",,,,
70,"Just hate it... Not intuitive enough, I made couple of ""mistakes"" that got me headaches. First one, I started a post, and I wanted to save it, so I pressed the arrow in the up corner to acces next options, but that icon is a ""paper airplane"" that publish the post without even ask! Alright, first use... I search for something like post adjustments (oh, they were in the footer!), and changed the post to local draft. But it NEVER went to draft again in the blog!. Worst than that, I continued editing it, and the next time I accessed it, a message appeared, something like ""the post is not updated, do you want to?"" and I thought of course, upload the changes, but what it did was download the first draft (the published one) overwriting the last one so I completely lost ALL of my work. ""Well, let's see the revisions..."" but there's NOTHING like that. On top of all that, I searched the internet for help, and the only possible solution needed my device rooted before all this, and search some hidden directories, but it comes to happen that there are lots of people who doesn't even know what is to root an android device. ABSOLUTELY AWFUL!!!",,,,
71,"MALWARE APP!!!: IT SENDS YOU VIRUSES AND SPAMWARE Y 30 DIFFERENTE LANGUAGES, THE ANTIVIRUS DETECTS IT AS MALWARE, STAY AWAY!!! REPORTED !!!  I do not want popups asking me if I have thought about where I am going this weekend. Deleting it now. Remove this idiotic nonsense and I will reinstall and re-rate it.  also: CRASHES CONSTANTLY WHEN GOING TO SETTINGS. no audio instructions for turn by turn navigation? offline search is poor. download of maps extremely slow. Markers on map should be ordered by nearest to my location, etc. Markers search is poor, they re all scrambled.",,,,
72,Terrible image management This app is flat awful and unusable for a blog with images. First you have to insert a photo into a post to get it into your media library. Then you have to select the same photo to be the featured image. BUT then the post will show the SAME photo twice! So you have to delete the photo from the post and leave it as the featured image for the post to look normal and not retarded. Would be a million times better if you could select a featured image from local library,,,,
73,"EDITED- SOMETHING IS WRONG. POSTS ARE NOT POSTING, PICTURES ARE NOT UPLOADING, PEOPLE ARE NOT ABLE TO VIEW POSTS. PLEASE FIX. Wonderful. I like the upgraded version of this app. I've used WordPress for years but your new step forward is amazing. Just a little request though. PLEASE ADD 'SHARE' OPTION IN SITE PAGES SO THAT WE COULD SHARE LINKS OF OUR INDIVIDUAL SITE PAGES FROM THE APP FOR THOSE OF US MANAGING MULTIPLE PAGES IN ONE WEBSITE. THANKS.",,,,
74,"It's a good app overall, but it's seriously buggy. There are several issues with it, such as not getting notified about things a majority of the time, and refreshing the page just to view your updated post, doesn't help at all! Because, either it shows you the old version, or it doesn't update at all. The positive thing about this, is that the stats and the editor are good. Please fix these issues, because we all need it",,,,
75,"Ever since the block editor was introduced, editing images and aligning it the way I want it to be is tough on my phone and I have to rely on my laptop for it. There's a particular layout I prefer and despite whatever tweaking I do, when the post is published, things aren't aesthetically how I want them to be. Earlier I had the freedom to just type stuff out and add images and publish it. Of course less options existed for formatting&alignment. The app is still quite user-friendly though.",,,,
76,"The experience of using the app is amazing. I can access my admin version of the site and start publishing or scheduling, or even adding a draft to set up with getting back with my computer. I can even monitor my stats to see what I can make for improvements or data collection. I can make or delete pages anytime I would feel. See notifications etc. What I don't like is the bugs and errors when I want to edit something. Its frustrating and I think it may factor in in messing up my set up.",,,,
77,"Really buggy right now. There's no way to create a party on the app, and I can't even join one. The website can't seem to log me in and if I click on any of the links on the FAQ page, it takes me back to the homepage. Also, tasks are listed in the order which I put them and not in the order that they expire.. so I have to check each task for the date and time of expiry. Not only that, the dates are displayed weirdly.. some have dd/mm/yy format while others have mm/dd/yy. Developers have much work to do.",,,,
78,"good foundation, but very basic it has some solid concepts. there's a decent amount of customization available, allowing you to set dailies as only recurring on certain days/after a specific amount of time, setting start dates for dailies and due dates for todos, customizing difficulty and reward. the punishment system is a nice touch. my main issues are lack of reminder options, inability to log yesterday's info, and inability to rearrange tasks. the app interface could also stand to be prettier, but the rpg element is cute and fun.",,,,
79,This is one of the better Habit tracker app Ive tried. A couple of them I deleted after a few days just because they were So Basic yet had the Audacity to charge for a Premium Service. Habitica seems to be much more realistic and actually has a more detailed U.I for setting yourself different kinds of targets/habits. But I would like to give this app 5* once they link this app to your clock and calendar apps (or build in) & add more Notification controls. Looking forwards to updates....TBC,,,,
80,"Improvement made it much worse. The ""random page"" link is my favorite part of Wikipedia - it's gone, along with most of the menu capabilities of the browser-based version. The news feed card on the main page hasn't updated in over two weeks. No way to clear the cache in-app. No way to restore main page cards accidentally deleted. No user help file in the app.",,,,
81,"Unintuitive I was using this app to walk around Munich, but it was often difficult-to-impossible to see the name of the street I was on. I wanted to use it offline and without using my location (to save battery), but the app constantly prompted me to switch on location. There's a bug in the bookmark view, it's difficult to edit the bookmark for items with a lot of details, it will snap to the bottom or top, and the ""edit"" button is in the middle. Also, navigating the app in general is unintuitive.",,,,
82,"Needs Reminders Option This app is a sort of quick-and-dirty version of what you get at the Habitica website (which I do love) that's moderately useful on the fly but no replacement for using the website. It provides quick access to your basics and not much more. A glaring oversight is the lack of an option to add reminders to the ""Dalies"" and ""To-Do"" tasks you create. This app would be five-stars useful to me if only there were a way to set reminders.",,,,
83,"Grateful for this app and love how I can load media from phone direct to gallery. (pls allow access to the WP image gallery from the desktop version). Also Widget on stats is great. -Wish writing functionality was better. And on few occasions the App version threw off main version from Laptop. I had to rebuild post for hour. (even now I see ""version conflict"" pls make way to disable). -Also ability to change appearance, widgets eg text, etc., would be great. Then a 4+5stars! Thanks WP Team.",,,,
84,"Misses lots of posts .. The latest version's reader seems to miss random posts .. and only shows a handful of posts .. I would have to check my email notifications, read the posts there, and if I need to comment I would need to go look for it .. very annoying and undermines the main purpose I installed the application for ..",,,,
85,"Gets worse. Bloated, huge map files suddenly  etc Before you could download maps without the navigation. I love having a lot of maps of countries I'm not traveling to.  Same also for the traffic info, hotel bookings etc. I paid then for the pro version and I get trash. Pity as it used to be perfect! Now it gets stuck often is slow and buggy. Apart from it there is a persistent bug with search. I search a place and I get a point that I bookmarked before in the area instead of what I'm looking for. After a few tries suddenly it may give me the real place.",,,,
86,"A little disappointed Was planning to use the apps for navigation in Osaka Japan. Paid for the pro function so that I can search for places. However, I realized the map is mostly in Japanese (unlike Google Map). The hotels that I've booked cannot be found using the search function. I supposed you would need to enter the hotel name in Japanese in order for the search to work. Google map works wonder using English. I wonder if I can get a refund. Even without using the search function, the Osaka map is difficult to read (compared to Google Map) as it is mostly in Japanese.",,,,
87,"Samsung Tab 7,0 This review was done after using the app to leave Atlanta airport. **I do not recommend a buy on this app' but stick with the free version as the  major difference is the ability to search on this one, but it is not good and you essentially have the same features on both, free & Pro, with out it.  MapWithMe Pro has a nice mapping interface it works great on my 7.0, but *The app doesn't do navigation or street address search but merely shows you as a dot on a map which is the same as the free version. *The search feature add to the Pro version is very limited: not worth the money. * The Samsung 7.0 comes with, Latitude, for free and gives you the ability to download maps for offline uses and work just as good.  What I would like to see is point to point navigation and a more in depth search . If you drive into a GPS black out area a offline mapping system is nice to have limited uses to get you back on track.",,,,
88,"Too many bugs Ecoing another user, the maps themselves are nice after they finally download. Love that I can view them offline and save data usage. Not much else appeals to me. The search results are odd and difficult to interpret. Voice commands never seem to work. Once address is inputed, the route doesn't appear. You sit there showing current location only. I can't get miles to work as the setting defaults back to kilometers every time. Fix the bugs, I love this app. As it is, it's only good for offline map viewing.",,,,
89,"GPS Bug updated. Has GPS bugs that make it almost unusable. No voice Nav and regular google maps is much less of a battery drain  GPS bug is as follows. You can search for a location, but if your GPS wasn't already enabled it will constantly search never making a connection. You have to stop the app restart it with GPS already enabled and it seems to work for the most part but it was very spotty and it makes it extremely hard to use if you don't have time to stop and park and occasionally I had to hit the lower left button to make it connect again if it stopped working. Was very weird, never have this problem in most apps. I'm a developer myself that's the only reason I recognize it as a bug. Will give it two stars because it got me back from St. Louis without getting me totally lost.",,,,
90,"Habitica is a good website that helped me a lot in school. The APP itself, though, is a barely-functional but pretty mess. My advice is just bookmark the website and access it there. Also, don't set reminders; until they fix a bug, you can't delete them and changing their time just crashes the app. Still, check out Habitica itself. It's fun and helps you be productive.",,,,
91,"Offline reading is a huge draw for me but I don't know if it's the android app or what but the gui is completely obtuse. Impossible to get to main menu and read my saved articles, I have scoured everywhere. All I can do is save pages to my lists but not read them. One time when I updated my install it worked but no button returns me to main menu. Pressing back exits the app. Please I've searched what in Christ's name is this?",,,,
92,"The app is pretty handcuffed when compared with the web editor. The app lacks easy linking to already published posts, a way to copy a previous post, and the mouse support on Android is terrible - formatting buttons and most dialog boxes don't respond to mouse clicks at all. Basic interaction with the admin side, such as comment moderation and stats are fine, but for actually creating and publishing content, the app is very much a second class citizen compared to the web editor. Full integration of the web editor capabilities would make for a much better experience.",,,,
93,"Latest update data hog Latest software update used my network data to automatically download updated maps. No warning. Can't find an option to only update maps via wifi. Default should always be to update via wifi with option to use network data. Result I went over my 2GB allowance and got dinged for overage. I am not impressed. App is good otherwise but this for me is a significant flaw. It's coming off my phone until it's fixed. Despite developer response, I just confirmed no warning message when download over mobile network.",,,,
94,"Used to be the best map. Great features, easy to use, but it has ONE MAJOR BUG that has been there for 2 years - they sometimes solve it, most of the time they mess it up.  It is a very simple thing : the option to save maps to SD CARD.  Sometimes an update would relocate your maps to the phone, sometimes it would delete all maps, sometimes you had to uninstall and reinstall, sometimes ....  This time they have surpassed it : it moved all my SD CARD maps to memory, filling it right up!! And today there is no option to locate maps to SD CARD any more.  2 years and they still can't get this simple but ABSOLUTELY CRITICAL feature to hold.  So, finally, I'm done and, guess what, in doing so, after trying 8 apps I have found an even better one :  HERE MAPS.",,,,
95,"Can't change Offline Map Location (Phone Memory to Sd Card)  How can I move maps to SD? (for Android devices)     If you want to store downloaded maps on SD, you should move them directly from the app �?open app’s settings > Map > Maps storage > select SD card. If you don’t see Maps storage tab in app’s settings, turn off the device, take out SD card and put it back again, turn on the device. If you moved the app itself to SD, move it back to the device storage.",,,,
96,"The mechanics work exactly like you'd expect, and the player-made challenges are a nice touch, but the visuals need work. It's very hard to be invested in a tiny, blocky little avatar that has hardly any real customization options. The point of gamefication is to make mundane tasks rewarding and fun, but it's hard to have fun when this app just looks like a settings menu, instead of a game.",,,,
97,"For the last God knows how many months I have had no end of problems with this app. From not being able to upload photos, to my site being hidden when it's quite blatantly not, and not being able to start a new post, oy being able go into setting for about 5 seconds be for it puts me back to the main menu. Support advised reinstalling Jetpack, but that's not changed a thing. I'm giving it one last try. I'm not the only one having issues either. There's a few ppl I know who are having problems. No updates fix this.",,,,
98,"Downloaded thinking this will make mobile site management easier, which it may generally do. However, the first thing I wanted to do - upload a document to media - seems impossible (or unintuitive if I'm missing something). The 'add' buttons in the 'media' tab provides filters only for images and videos. There needs to be an option for any file type.",,,,
99,"This app is still in the progress of being built. In many ways, the HabitRPG app is still better. However, I believe in the Habitica staff in their ability to improve and add to the mobile user interface. Right now, my biggest issue with the app is that I can't accept Quest Invitations and I can't see my equipped pet and mount. I will say that I love the way it looks. That and me wanting to directly support Habitica in their effort to create a fully functioning app are the two main reasons why I continue to use this app as opposed to HabitRPG.",,,,
100,"CONS: - I paid for the app way back when you had to purchase it. Some time later they made the app free but filled with ads, and now you have to buy subscription to remove the ads. This is the primary reason for 1 star rating. - Car navigation is so bad it's practically useless  PROS: - Good offline map support for when you visit countries where you have no service so long as you do not need navigation - Maps include hiking trails which is very useful if you're hiking national parks and you want to check where you are on the trail. The hiking trail maps are actually better than Google's.",,,,
101,Good but missing Custom Post Type support. I add CPTs into most of my sites and only being able to update blog entries is very limiting. Image handling is a bit buggy. Really good when fixing typos or creating quick posts. The earlier versions of this app were way more functional.,,,,
102,"Slow and broken for long distance travel. App slows randomly and takes forever to find a path. When you search for a location and see the name of the place you want to go to, you can't select until it loads all other relevant locations related to the query which wastes around 10 seconds. I'm using a PCT L29 Huawei phone for reference with the whole map downloaded with over 40gb of free space and no other application running. This is a terrible app. Use Google maps instead.",,,,
103,"Handy, But Feature Poor [PROS] Offline Viewing (save pages).  [REQUESTS] Tabs (multiple); History (option to remember, not restart at home page on every launch); Bookmarks (in addition to offline viewing); Scroll (add indicator, and fast scroll handle); Appearance (optional white font on black background); Font Size (fine adjustment between 100-150% and/or pinch zoom).  Maybe use Repligo Reader as UI template, or even collaborate / create plug in.  Also compare to Pocket.",,,,
104,"I was using this app just fine without problems for about 2 months but when my wife decided to get us both a subscription, my account stopped working right. Whenever i check off a task i just get an error message and nothing gets counted. I did everything the helpers told me (clear cache, reinstall the app, restart phone) and nothing worked. Its been about a week and i have yet to hear again from technical support.",,,,
105,"Settings don't save Incredibly annoying that my KM to Miles & hide zoom settings get reset as soon as I make a search. Also wish the searching was programmed to find words in a sentence and not exact phrases; couldnt find a result for ""tokyo tower"", once I manually found the location it had Tokyo Tower in parenthesis. Knows a lot of places though. Also REALLY wish the search button wasn't like 3 clicks away should be default on the maps screen",,,,
106,"recent update ruined the reading list and the app can no longer save pages.. when offline all pages disappear yet I saved them even my old saved pages all disappeared. That is my best feature on this app because I normally used it offline since I don't access wireless all day so please restore the original version, it was better.",,,,
107,"It's mostly OK. This cannot fully replace the web dashboard. But I think it is OK as a mobile companion app. You can do all basic tasks, like managing your blogs, notifications, comments, etc. with this app. I just wish it could upload multiple media files. A separate html mode in post editor would be very great. It also has upload problems from time to time. Would be great if those can be added/fixed :-)",,,,
108,"A significant backward step Now there is no way to select which maps to update, nor is there any indication of download size (why not?). The option to download WITHOUT routing has disappeared. I do not require routing as I already have a sat nav. Fortunately I have not updated my phone, only my tablet. I will not be updating my phone to v6 as this is the device I use most. Until now this was a 5 star app (and I had the paid version before it became free). Hugely disappointed. ------------------UPDATE. Tried updating one small map (Guernsey 449kB) and found ALL my old maps had been deleted. The new style Guernsey map is 882kB. I have backups of my old maps, so not a problem to recover them.",,,,
109,"Strange defects and incapacities I was able to post immediately with simple text updates immediately.  Fine so far; one star.  I was able to edit a post immediately, and add a photo.  That's good, too; two stars.  My edits DO NOT SHOW. Not so good.  Minus one star.  Video cannot be added from my phone; minus another star.  The message that tells me that leads to a non-mobile-optimized website for a videohosting/upload site; minus another star.  I would have paid for an app that would allow this, but not an ongoing fee of US$60, thanks.  Not going to ding you for trying to make a living; I don't blame you in the slightest.  Just try not to make your sales pitch so obnoxious.",,,,
110,"Doesn't upload and deletes posts It will upload small posts with no pictures in them, but as soon as I attempt to upload a longer post with photos it starts a never ending upload which never actually finishes. Then when you go back into the app to see what is going on it deletes the post you were trying to upload and you are left with only the title and the knowledge that you have entirely wasted your time and need to write the whole thing and locate all the media files again. Totally frustrating. It worked fine on iOS.",,,,
111,"WAS great app. Now no where near great. I USED to have around 60 to 70 articles on my reading lists. Just checked today, and apparently they decided to DELETE ALL OF THEM with a recent app update. Because just before latest update they were all fine. App is great for looking up info, BUT I can no longer trust createing what are essentially bookmarks for article I want to go back to, so it has rendered the aop useless to me now. And no way to get back.",,,,
112,"I'm sure that many good people would like to contribute articles, add to articles and add pictures and citations and so forth, but they cannot. Why? -It's just too complicated to do so if you ask me. The Wiki mark up language is a nightmare and was designed in the nineties and the so-called help pages are hopeless. People need to create and edit in plain text, and not have to learn a complex and obsolete mark up language for perhaps just one instance of editing or article writing.",,,,
113,"I want to love this app, but can't. Searching has too many problems: locations don't return results, and switching between map/list view makes some entries disappear. I love the spirit of this app, but without reliable search, I cant use it. UPDATE: I worked with support for 3 separate bugs. They were pleasant and prompt, but 2 of the issues remain, and they are deal-breakers for me. I genuinely look forward to using this app in a year or two when its more reliable.",,,,
114,"Ok for simple text but shear horror if you want to upload images.Upload is interrupted most of the time leaves the local media cache completely broken.No easy upload of multiple images (workaround via filemanager share dialog), no progress bar on upload (no idea if finished, incomplete or still working).Crashes if accidentally refresh media library during upload. Please devs, add a decent way to upload images with progress info and feedback if it was successful or failed. Otherwise it's a real pain in the ass to use the  app.",,,,
115,"This app seems great. i've seen other apps gamifying your life, but what i feels really works, is that you can make a party of friends, and get productive together, while clearing dungeons and getting loot. if you make a group of friends, be aware that even if its just your friends in the group, a single swearword will get you banned. not a warning or anything, straight up banned. i got banned because i called my close friend a F-word C-word. mind you not in public, but in our little group, where that sort of banther is normal between us. Mind you, i'd never talk to anyone like that in a public group. i don't mind policing the language of users if they are abusive or using foul language like that in public, but to me its a bit much to ban people for a private conversation, where there was no victims, but its not within my power to change the community guidelines. hopefully i'll get unbanned so i can give the app a swing. it does seem great. only 3 stars for being so quick to jump the ban hammer. will definetly change stars for the better, if the community guidelines loosen up in regards to private conversations and partys. maybe add a report button instead?",,,,
116,"Maps are stored on internal memory by default. Even when app itself is moved to SD. There is no option in settings to change the location of maps to SD card.     App has to be open all the time during maps download. If you move to other app download stops and has to be started from the very beginning.  Maps are not downloaded in background. Leaving screen with download progress shown resets download from say 50 % to 0%, meaning you cannot use your phone during maps downloading process untill it completely finished.",,,,
117,"App is much better since I last used it. Though, locating a specific post is tricky and time consuming (unless it's a recent post). The list will not show old posts unless you reload and continuously scroll to the bottom. Then repeat said process. I have hundreds of posts and finding one from a few years back is simply not worth doing with the app (even though I know the date and title). A search filter would be nice.",,,,
118,"I had been using my Galaxy S7 for the last 3 years and the Wikipedia app worked great on it. However, I am blind with very little vision and my S7 crashed so I replaced it with a Pixel 3a XL. Every time I try to share an article, I get a message saying ""direct share not available"". I'm trying to find information on this but it has just been a problem as to why I can't share anymore with Wikipedia? Can anyone help with this issue so I can share links through text, email, or even Facebook apps?",,,,
119,"I have published a blog post one week ago on my computer and today I  decided to start writing a new post on the mobile app. I suddenly saw the  blog post that I have already published and shared it on all the social  media accounts in the draft section. I was confused so I clicked on it.  When I clicked on it the draft from one month ago opened, the post without  any pictures and half of the text missing. I thought that it was super  weird so I checked it also on the computer and the original post that was  already published was gone, I could only found the draft. My heart stopped  and everything was lost. Thank god that the whole article was posted to my  email when it was published so I could just copy paste everything. The app  is not refreshing and updating the posts that are already published so I  will not use it anymore.",,,,
120,"Edit 03.09.20: After nearly 10 years of using maps.me, I've finally switched to an open-source (GPL) OSM front-end, which has no ads, no forced updates, no commercial tie-ins, gives more control to the end-user (me!), and offers a richer useful feature set. Bye, and thanks for all the fish ...",,,,
121,Downloaded this app to use on a trip. It clearly said I had the offline map downloaded yet when I entered in the exact address or a category.. It said zero results found even though I knew the address was within my downloaded map. Poor experience. I reconnected with at a McDonald's and only then did the address show up. If this app requires you to have data then google maps is better.,,,,
122,"Could have been better Purchase the Pro version because sometimes internet/Google Maps is not always accessible. The maps looks good at first glance, especially it has street number in the map. The most unbearable problem so far is the poor searching function: tried to find a certain address but the map can not actively find the exact location and re-center the map to the target location. Moreover, it seems that the app does not recognize the address at all and do nothing. If you can not even search an address then this maps in a sense is crippled. My cell phone is LG G3, Android 4.4.2, had already loaded with the maps used for address searching.",,,,
123,"This poor app... Seems like a good idea, but trying to use it is not a good experience. The lag, bugs and such that other people talked about are definitely ""a thing."" I gave it a good shot for a couple hours and then I just deleted it after it *seemed* to completely delete completed tasks. I couldn't find them anywhere and typed them a few minutes prior.   I gave it three stars because it has a decent design, the idea is good, and it does seem to make a good attempt at functioning. However, I think there are some major issues with the coding or something that don't make it enjoyable to use. Until this gets fixed, I wouldn't trust it with my to-do lists; too unstable.",,,,
124,"I really like this app! However, it does have a lot it could improve on. I think it should have the option to add friends to a party by using their user ID instead of scanning the QR code. I have most of my friends in other states so it would be more convenient that way. I also would be nice if it had a notification or pop up telling you when you joined a party or a guild. When you initially click it, it seems like nothing happened and if you click it again it says you be already joined. Once a couple tweaks are made to make it a little more user feiendly, it would easily be a 5 star.",,,,
125,"Technically Very Bad! I love osm, but this app far from good. Slow rendering of maps, poor info and bad navigation of pois, but most importantly it drains ur device battery!!! Even if in the background  have it uses 40-50% CPU heated up to 77 degC:  130|root@jfltexx:/ # top | grep map                                             25348  1  48% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  45% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  43% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  41% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  44% S    34 956836K  66984K  bg u0_a276  com.mapswithme.maps.pro 25348  1  48% S      I didnt say its the location as i didnt debug it just saw it uses CPU a lot as you can see. I did nothing but do a search and view points on the map, then press home button. I'm sure you can reproduce it.",,,,
126,"Editor is missing not even half the functionality as the one in the web browser. You can't even add a heading or set the font size. The only way to do it is by going to the HTML editor and add a tag that way. The only good thing about this is being able to manage posts, pages and comments (move or remove them). If you want to edit posts or page on your phone or tablet, you're better to do it another one and copy + paste it in using the web browser admin panel.",,,,
127,The map itself is good. thus it can not choose the route between highway and a free road.  the main problem is. before i was sighn in into a google from this app. to keep organised my bookmarks.  now my phone was little broke. i reinstall android 6.0 OS to my phone. then i reinstall maps.me and then. i was trying to sighn in into a google service from the app. to retrieve my bookmarks. but i get a message from google.   that they not support this app anymore. because only browsers permitted to make authorisation requests to google. it's classifieds as embedded user agent also known as a web-view.    anyway i can't get my bookmarks back. not allowed anymore. and google authorisation still there. kind of useless now for me.,,,,
128,"It's good but..... It's good but some more improvements required such as edit post quickly...... I am using wp but when I trying to edit previous post,option shows but not edit another problem is setting, view site,user options not working  and site stats shows too late please upgrade it's suddenly.",,,,
129,"I was so excited to have a mobile app because the web page is bulky, takes ages to load and script crashes all the time, but the recent update jas broken the dailies management. They do not correspond to dailies set on web, there's no sync to update them according to what is set on web and they constantly change to daily option instead of weekly with specific days that I set. Sometimes the app doesn't log a click on a daily and after I had already closed it the dailies become Active again when I think I checked them and it hurts my party and mye and the buff I was supposed to get next day. Please fix it!",,,,
130,"Loses Playability Fun and helpful in the beginning, but the further I get (without paying money), the more discouraging the game gets. Not finishing dailies has just as high an effect, you continue to make meager amounts of gold (which is hardly worth anything when you need to buy gems to do quests or get any cool gear), and you lose gear *and* a level with every lost health bar. Harsh. I don't know why a game marketed at self-improvement would have the best loot as a buy-in option.",,,,
131,"Really enjoy building my travel blogs, other friends use it too. Easy to use and set up. Update - unfortunately have fallen out of love with this app. When your posts get to a certain size, the app just slows down and becomes too laborious to edit. Ive tried on my tablet and phone and it's the same. Asked for help but they can't seem to solve. Tested each time it updates but still the same issue.",,,,
132,"Can't access my own site! Previous version (on my Android phone) wouldn't let me access my Notifications, so I just updated the app, hoping this would help. Now it won't even let me in to my own site unless I click on View External - but then I no longer have access to any options like Stats, edit, etc. Not user friendly, and very frustrating. Please fix these problems! UPDATE: After a ""response"" and multiple uninstalls, reinstalls & updates, same problem is still there. Can't access my own blog using this app! Useless.",,,,
133,"Thought this was a simple way to easily create a blog but it wouldn't let me have the same username/blog/url name so I attempted to delete but apparently that isn't an option. Followed all the steps to change my email, that won't work either. I've tried several times and the link I'm being sent via email just keeps bringing up a page telling me I need to confirm my email again. I clicked contact us to get help, but it just posts it to a community forum???? I just want the whole blog/username GONE",,,,
134,"Used to be a nice app but it seems it is getting worse as time passes. The  latest is that is impossible to sync/transfer your bookmarks. The help is  outdated giving you wrong indications, making you loose a lot of time. They  say that your bookmarks are in a folder on SD card. No folder and no  bookmarks there. They say you should sign in to backup your bookmarks in a  safe place, but you can tap all day long on the sign in button, nothing  happens... But they also say that if you by miracle manage to sign in,  those bookmarks will not be available on other devices. May be they all  have the same phone from 6-7 years ago and never had to transfer their  bookmarks... They say you can share bookmarks with your friends. I've  shared one of my many lists via Wi-Fi direct between my devices, but it's  archived and there is no option to import. Now you have to download another  app to extract that archive but still no way to import them... Awful waste  of time...",,,,
135,I like the app and it works well for me to set things up . I have published an about me section and a blog post. It shows up on my end but when I try to view it externally it just says that a new wordpress site is coming. I just wish that when it's published on my end that it also publishes online. Now I have to figure out how to get my blog online so others can view it too.,,,,
136,"This app works awfully. Its a great idea but it needs tons of improvements. Connection improvements, offline actions (like completing a daily, which can be checked later), etc...  I NEED THE PAYING BUTTONS TO WORK, I CAN'T BUY 4 gems... Seriously, do you want to get ever paid? Do something with this... thing. Again it's a great idea, but that's the only reason why I keep using it, besides that, its a complete mess...",,,,
137,"Decent app. Tried out a few offline nav apps that use osm for data and this had the best looking map display for me. Clean and clear display during navigation a plus. Suggested nav routes were generally good, but did not care for the inability to ignore toll roads as well as to get more than one suggested route. The biggest shortcoming for me was that with just about all osm apps, the POI/address search are useless unless those items are entered in the osm database. A suggestion would be to have a online search function (like MapFactor's google search) to be able to find those items and be able to translate the info into an offline nav point. Another suggestion would be to improve the display functions during navigation, ie: speedometer/speeding warnings, lane assist, and fixed speed cameras. Needs improvements but a solid app overall.",,,,
138,Issues Downloading Maps to External Storage I installed the app and for several days have tried to download maps with routing for several US states. I used settings to download the maps to my external SD card. The app shows and says that maps or downloading/downloaded at first. If I exit the app and reenter. only a couple of maps now show as downloaded. Tried to uninstall/install several times and still does not work correctly. More stars when this major feature is working correctly.  Update: Giving you three stars due to quick response and concern! See my email to you with the requested info. Let's get this working together!,,,,
139,"Good app, but very buggy and support is completely unhelpful. There's no way to change your subscription level in the app or play store. Even if you cancel the app will think you're still subscribed. So basically when you pick a subscription level you are fully committed to it because the devs are too incompetent and uncaring to help. When using a choosing skill the habits n dailies show up like 10% of the time and the devs basically said ""oh well, we can't fix that"" when I mentioned it.",,,,
140,"I honestly didn't get much chance to use the app before it stopped connecting and not letting me do anything. Before that happened i started setting up daily tasks and the part where you set how often (such as the days of the week) you do each task was confusing. I would change the days on one task and it would change it for all of them. Over all, too much work for its worth. Loved the idea though, it would have really gotten me doing things to level up and collect items",,,,
141,"It's good but..... It's good but some more improvements required such as edit post quickly...... I am using wp but when I trying to edit previous post,option shows but not edit another problem is setting, view site,user options not working  and site stats shows too late please upgrade it's suddenly.",,,,
142,"This latest version no longer lets me share an article from a web browser into a new post. It always gives me a blank post where, before, it set the post title to the article title and placed a link to the article in the body of the post. This app is pretty useless to me until it's fixed.",,,,
143,"For such a complex app it looks really good and works well.  However, the dev team needs to work on network syncing and fix their callbacks.  Sync issues have been bad for as long as I can remember.  Checking a checkbox off sticks less often than it fails(silently).  Users have to manually refresh to verify their changes.  Checking things off cannot be trusted.  +Chat notifications would be good to add too.",,,,
144,"Very unstable on Asus Tablet Adding photos via the camera very often crashes the app, which then of course loses everything you've written. If you want to use it I suggest saving every sentence unless you really enjoy retyping. Annoyingly this also closes the post, so you have to constantly go back into edit mode. Thank goodness I have the keyboard dock. Also, adding photos does work, and it lets you set alignment, but it doesn't seem to be able to properly type text to flow around those images, so using Alignment None is really the only option.",,,,
